time,step,train_loss
2022-11-03,2814,1.86016
2022-11-03,2824,1.47879
2022-11-03,2834,1.65939
2022-11-03,2844,1.66904
2022-11-03,2854,1.70600
2022-11-03,2864,1.60001
2022-11-03,2874,1.75747
2022-11-03,2884,1.56682
2022-11-03,2894,1.56083
2022-11-03,2904,1.38837
2022-11-03,2914,1.65163
2022-11-03,2924,1.43707
2022-11-03,2934,1.72729
2022-11-03,2944,1.57191
2022-11-03,2954,1.46292
2022-11-03,2964,1.57109
2022-11-03,2974,1.88055
2022-11-03,2984,1.76790
2022-11-03,2994,1.65028
2022-11-03,3003,1.80506
2022-11-03,3013,2.92441
2022-11-03,3023,2.06151
2022-11-03,3033,2.16584
2022-11-03,3043,1.82313
2022-11-03,3053,1.81168
2022-11-03,3063,1.63629
2022-11-03,3073,1.68652
2022-11-03,3083,1.55288
2022-11-03,3093,1.73595
2022-11-03,3103,1.66108
2022-11-03,3113,1.61016
2022-11-03,3123,1.46389
2022-11-03,3133,1.70262
2022-11-03,3143,1.59329
2022-11-03,3153,1.65127
2022-11-03,3163,1.90831
2022-11-03,3173,1.52905
2022-11-03,3183,1.60306
2022-11-03,3193,1.64487
2022-11-03,3203,1.43672
2022-11-03,3213,1.27476
2022-11-03,3223,1.36967
2022-11-03,3233,1.56593
2022-11-03,3243,1.36906
2022-11-03,3253,1.68023
2022-11-03,3263,1.85808
2022-11-03,3273,1.94725
2022-11-03,3283,1.65709
2022-11-03,3293,1.72948
2022-11-03,3303,1.42142
2022-11-03,3313,1.95052
2022-11-03,3323,1.33099
2022-11-03,3333,1.51470
2022-11-03,3343,1.61098
2022-11-03,3353,1.56170
2022-11-03,3363,1.47151
2022-11-03,3373,1.57854
2022-11-03,3383,1.38490
2022-11-03,3393,1.71475
2022-11-03,3403,1.31472
2022-11-03,3413,1.47291
2022-11-03,3423,1.57643
2022-11-03,3432,1.39766
2022-11-03,3442,1.75613
2022-11-03,3452,1.53637
2022-11-03,3462,1.67634
2022-11-03,3472,1.52037
2022-11-03,3482,1.58510
2022-11-03,3492,1.23463
2022-11-03,3502,1.49495
2022-11-03,3512,1.69158
2022-11-03,3522,1.47139
2022-11-03,3532,1.61694
2022-11-03,3542,1.46985
2022-11-03,3552,1.51840
2022-11-03,3562,1.38197
2022-11-03,3572,1.45443
2022-11-03,3582,1.45614
2022-11-03,3592,1.45296
2022-11-03,3602,1.66790
2022-11-03,3612,1.38932
2022-11-03,3622,1.31690
2022-11-03,3632,1.41991
2022-11-03,3642,1.48199
2022-11-03,3652,1.66595
2022-11-03,3662,1.44630
2022-11-03,3672,1.66312
2022-11-03,3682,1.42257
2022-11-03,3692,1.61134
2022-11-03,3702,1.62323
2022-11-03,3712,1.16809
2022-11-03,3722,1.79447
2022-11-03,3732,1.56315
2022-11-03,3742,1.75686
2022-11-03,3752,1.46009
2022-11-03,3762,1.57876
2022-11-03,3772,1.66326
2022-11-03,3782,1.49824
2022-11-03,3792,1.50711
2022-11-03,3802,1.62283
2022-11-03,3812,1.86123
2022-11-03,3822,1.79863
2022-11-03,3832,1.44663
2022-11-03,3842,1.50531
2022-11-03,3852,1.76489
2022-11-03,3861,1.35036
2022-11-03,3871,1.82209
2022-11-03,3881,1.79986
2022-11-03,3891,1.57557
2022-11-03,3901,1.20061
2022-11-03,3911,1.51393
2022-11-03,3921,1.48038
2022-11-03,3931,1.61834
2022-11-03,3941,1.30348
2022-11-03,3951,1.59021
2022-11-03,3961,1.42106
2022-11-03,3971,1.62236
2022-11-03,3981,1.42660
2022-11-03,3991,1.47797
2022-11-03,4001,1.58097
2022-11-03,4011,1.64987
2022-11-03,4021,1.55659
2022-11-03,4031,1.75991
2022-11-03,4041,1.63490
2022-11-03,4051,1.40774
2022-11-03,4061,1.52636
2022-11-03,4071,1.39013
2022-11-03,4081,1.73178
2022-11-03,4091,1.54795
2022-11-03,4101,1.73862
2022-11-03,4111,1.68162
2022-11-03,4121,1.47589
2022-11-03,4131,1.46932
2022-11-03,4141,1.63893
2022-11-03,4151,1.60568
2022-11-03,4161,1.37916
2022-11-03,4171,1.45299
2022-11-03,4181,1.41183
2022-11-03,4191,1.25966
2022-11-03,4201,1.86586
2022-11-03,4211,1.46259
2022-11-03,4221,1.57897
2022-11-03,4231,1.40060
2022-11-03,4241,1.36611
2022-11-03,4251,1.39615
2022-11-03,4261,1.59762
2022-11-03,4271,1.31693
2022-11-03,4281,1.43951
2022-11-03,4290,1.37093
2022-11-03,4300,1.93290
2022-11-03,4310,1.59702
2022-11-03,4320,1.75321
2022-11-03,4330,1.59084
2022-11-03,4340,1.60293
2022-11-03,4350,1.61757
2022-11-03,4360,1.43214
2022-11-03,4370,1.38570
2022-11-03,4380,1.67544
2022-11-03,4390,1.60638
2022-11-03,4400,1.56206
2022-11-03,4410,1.62684
2022-11-03,4420,1.53594
2022-11-03,4430,1.68134
2022-11-03,4440,1.67632
2022-11-03,4450,1.76236
2022-11-03,4460,1.49242
2022-11-03,4470,1.59607
2022-11-03,4480,1.46307
2022-11-03,4490,1.63994
2022-11-03,4500,1.51877
2022-11-03,4510,1.56776
2022-11-03,4520,1.57243
2022-11-03,4530,1.68805
2022-11-03,4540,1.42061
2022-11-03,4550,1.62551
2022-11-03,4560,1.36944
2022-11-03,4570,1.48081
2022-11-03,4580,1.45300
2022-11-03,4590,1.34875
2022-11-03,4600,1.40405
2022-11-03,4610,1.37868
2022-11-03,4620,1.46205
2022-11-03,4630,1.42451
2022-11-03,4640,1.30551
2022-11-03,4650,1.63912
2022-11-03,4660,1.26007
2022-11-03,4670,1.74036
2022-11-03,4680,1.36789
2022-11-03,4690,1.53108
2022-11-03,4700,1.38335
2022-11-03,4710,1.56785
2022-11-03,4719,1.42686
2022-11-03,4729,3.20464
2022-11-03,4739,2.15296
2022-11-03,4749,1.62235
2022-11-03,4759,1.63825
2022-11-03,4769,1.53892
2022-11-03,4779,1.52623
2022-11-03,4789,1.63219
2022-11-03,4799,1.54650
2022-11-03,4809,1.46230
2022-11-03,4819,1.49587
2022-11-03,4829,1.52935
2022-11-03,4839,1.53695
2022-11-03,4849,1.48942
2022-11-03,4859,1.40784
2022-11-03,4869,1.54901
2022-11-03,4879,1.40172
2022-11-03,4889,1.43412
2022-11-03,4899,1.53458
2022-11-03,4909,1.20598
2022-11-03,4919,1.62681
2022-11-03,4929,1.40995
2022-11-03,4939,1.36010
2022-11-03,4949,1.47384
2022-11-03,4959,1.58526
2022-11-03,4969,1.47756
2022-11-03,4979,1.63538
2022-11-03,4989,1.40945
2022-11-03,4999,1.43787
2022-11-03,5009,1.29980
2022-11-03,5019,1.35361
2022-11-03,5029,1.51793
2022-11-03,5039,1.34700
2022-11-03,5049,1.55416
2022-11-03,5059,1.23949
2022-11-03,5069,1.46697
2022-11-03,5079,1.62694
2022-11-03,5089,1.42192
2022-11-03,5099,1.57361
2022-11-03,5109,1.34455
2022-11-03,5119,1.47516
2022-11-03,5129,1.52313
2022-11-03,5139,1.29471
2022-11-03,5148,1.44844
2022-11-03,5158,3.28362
2022-11-03,5168,1.92593
2022-11-03,5178,1.60511
2022-11-03,5188,1.47616
2022-11-03,5198,1.43980
2022-11-03,5208,1.40530
2022-11-03,5218,1.41485
2022-11-03,5228,1.71903
2022-11-03,5238,1.43700
2022-11-03,5248,0.99003
2022-11-03,5258,1.42785
2022-11-03,5268,1.44686
2022-11-03,5278,1.33846
2022-11-03,5288,1.48980
2022-11-03,5298,1.38502
2022-11-03,5308,1.56738
2022-11-03,5318,1.23284
2022-11-03,5328,1.46316
2022-11-03,5338,1.49101
2022-11-03,5348,1.33324
2022-11-03,5358,1.49755
2022-11-03,5368,1.60104
2022-11-03,5378,1.49443
2022-11-03,5388,1.35252
2022-11-03,5398,1.50448
2022-11-03,5408,1.35799
2022-11-03,5418,1.18880
2022-11-03,5428,1.38767
2022-11-03,5438,1.50712
2022-11-03,5448,1.43403
2022-11-03,5458,1.41613
2022-11-03,5468,1.28533
2022-11-03,5478,1.67572
2022-11-03,5488,1.50868
2022-11-03,5498,1.28480
2022-11-03,5508,1.32108
2022-11-03,5518,1.50656
2022-11-03,5528,1.46076
2022-11-03,5538,1.26263
2022-11-03,5548,1.57070
2022-11-03,5558,1.60704
2022-11-03,5568,1.36384
2022-11-03,5577,1.15817
2022-11-03,5587,2.19425
2022-11-03,5597,1.68455
2022-11-03,5607,1.97390
2022-11-03,5617,1.50013
2022-11-03,5627,1.78872
2022-11-03,5637,1.58058
2022-11-03,5647,1.71184
2022-11-03,5657,1.49749
2022-11-03,5667,1.59079
2022-11-03,5677,1.46220
2022-11-03,5687,1.52456
2022-11-03,5697,1.49420
2022-11-03,5707,1.27468
2022-11-03,5717,1.36300
2022-11-03,5727,1.56403
2022-11-03,5737,1.28020
2022-11-03,5747,1.24664
2022-11-03,5757,1.30673
2022-11-03,5767,1.16114
2022-11-03,5777,1.52695
2022-11-03,5787,1.49604
2022-11-03,5797,1.48378
2022-11-03,5807,1.50503
2022-11-03,5817,1.10607
2022-11-03,5827,1.51174
2022-11-03,5837,1.55028
2022-11-03,5847,1.31559
2022-11-03,5857,1.53537
2022-11-03,5867,1.47884
2022-11-03,5877,1.49785
2022-11-03,5887,1.37330
2022-11-03,5897,1.50677
2022-11-03,5907,1.39067
2022-11-03,5917,1.38719
2022-11-03,5927,1.49565
2022-11-03,5937,1.32262
2022-11-03,5947,1.60436
2022-11-03,5957,1.45417
2022-11-03,5967,1.25710
2022-11-03,5977,1.38847
2022-11-03,5987,1.43049
2022-11-03,5997,1.45536
2022-11-03,6006,1.59635
2022-11-03,6016,2.29607
2022-11-03,6026,1.73812
2022-11-03,6036,1.38732
2022-11-03,6046,1.62939
2022-11-03,6056,1.43433
2022-11-03,6066,1.38665
2022-11-03,6076,1.31638
2022-11-03,6086,1.36526
2022-11-03,6096,1.45197
2022-11-03,6106,1.51015
2022-11-03,6116,1.48336
2022-11-03,6126,1.32880
2022-11-03,6136,1.36878
2022-11-03,6146,1.75750
2022-11-03,6156,1.28494
2022-11-03,6166,1.14796
2022-11-03,6176,1.33682
2022-11-03,6186,1.39233
2022-11-03,6196,1.39334
2022-11-03,6206,1.54264
2022-11-03,6216,1.20294
2022-11-03,6226,1.30349
2022-11-03,6236,1.56759
2022-11-03,6246,0.98120
2022-11-03,6256,1.16054
2022-11-03,6266,1.52900
2022-11-03,6276,1.68479
2022-11-03,6286,1.51790
2022-11-03,6296,1.47176
2022-11-03,6306,1.35420
2022-11-03,6316,1.35452
2022-11-03,6326,1.34943
2022-11-03,6336,1.12061
2022-11-03,6346,1.45445
2022-11-03,6356,1.41116
2022-11-03,6366,1.20262
2022-11-03,6376,1.54667
2022-11-03,6386,1.34240
2022-11-03,6396,1.70817
2022-11-03,6406,1.42964
2022-11-03,6416,1.51496
2022-11-03,6426,1.63685
2022-11-03,6435,1.69210
2022-11-03,6445,3.44693
2022-11-03,6455,2.49282
2022-11-03,6465,1.72737
2022-11-03,6475,1.60575
2022-11-03,6485,1.59213
2022-11-03,6495,1.51276
2022-11-03,6505,1.66793
2022-11-03,6515,1.67963
2022-11-03,6525,1.43819
2022-11-03,6535,1.64927
2022-11-03,6545,1.55527
2022-11-03,6555,1.46961
2022-11-03,6565,1.71572
2022-11-03,6575,1.29583
2022-11-03,6585,1.42762
2022-11-03,6595,1.44347
2022-11-03,6605,1.00398
2022-11-03,6615,1.34809
2022-11-03,6625,1.51311
2022-11-03,6635,1.23413
2022-11-03,6645,1.19109
2022-11-03,6655,1.36064
2022-11-03,6665,1.47124
2022-11-03,6675,1.12446
2022-11-03,6685,1.16580
2022-11-03,6695,1.13341
2022-11-03,6705,1.10286
2022-11-03,6715,1.40423
2022-11-03,6725,1.26570
2022-11-03,6735,1.10954
2022-11-03,6745,1.53946
2022-11-03,6755,1.72167
2022-11-03,6765,1.39873
2022-11-03,6775,1.23034
2022-11-03,6785,1.88155
2022-11-03,6795,1.59908
2022-11-03,6805,1.06868
2022-11-03,6815,1.33950
2022-11-03,6825,1.32958
2022-11-03,6835,1.10849
2022-11-03,6845,1.37554
2022-11-03,6855,1.56999
2022-11-03,6864,1.36442
2022-11-03,6874,1.94572
2022-11-03,6884,1.61184
2022-11-03,6894,1.70260
2022-11-03,6904,1.53395
2022-11-03,6914,1.07121
2022-11-03,6924,1.44433
2022-11-03,6934,1.40418
2022-11-03,6944,1.17569
2022-11-03,6954,1.31323
2022-11-03,6964,1.31328
2022-11-03,6974,1.32560
2022-11-03,6984,1.37915
2022-11-03,6994,1.21277
2022-11-03,7004,1.55092
2022-11-03,7014,1.58516
2022-11-03,7024,1.41271
2022-11-03,7034,1.28247
2022-11-03,7044,1.42138
2022-11-03,7054,1.63786
2022-11-03,7064,1.37778
2022-11-03,7074,1.53754
2022-11-03,7084,1.18129
2022-11-03,7094,1.11861
2022-11-03,7104,1.27419
2022-11-03,7114,1.34463
2022-11-03,7124,1.35819
2022-11-03,7134,1.48577
2022-11-03,7144,1.39863
2022-11-03,7154,1.16584
2022-11-03,7164,1.22845
2022-11-03,7174,1.20548
2022-11-03,7184,1.46114
2022-11-03,7194,1.68815
2022-11-03,7204,1.37598
2022-11-03,7214,1.51479
2022-11-03,7224,1.55609
2022-11-03,7234,1.36155
2022-11-03,7244,1.41488
2022-11-03,7254,1.41935
2022-11-03,7264,1.20031
2022-11-03,7274,1.44666
2022-11-03,7284,1.58303
2022-11-03,7293,1.32395
2022-11-03,7303,2.10670
2022-11-03,7313,1.38155
2022-11-03,7323,1.58844
2022-11-03,7333,1.32480
2022-11-03,7343,1.34661
2022-11-03,7353,1.16042
2022-11-03,7363,1.28934
2022-11-03,7373,1.44364
2022-11-03,7383,1.48565
2022-11-03,7393,1.37360
2022-11-03,7403,1.46817
2022-11-03,7413,1.50146
2022-11-03,7423,1.20634
2022-11-03,7433,1.51998
2022-11-03,7443,1.26652
2022-11-03,7453,1.15858
2022-11-03,7463,1.30288
2022-11-03,7473,1.09903
2022-11-03,7483,1.32387
2022-11-03,7493,1.41160
2022-11-03,7503,1.41334
2022-11-03,7513,1.35544
2022-11-03,7523,1.14838
2022-11-03,7533,1.46878
2022-11-03,7543,1.67163
2022-11-03,7553,1.48620
2022-11-03,7563,1.42269
2022-11-03,7573,1.54525
2022-11-03,7583,1.16322
2022-11-03,7593,1.10909
2022-11-03,7603,1.43783
2022-11-03,7613,1.15697
2022-11-03,7623,1.43018
2022-11-03,7633,1.58872
2022-11-03,7643,1.27782
2022-11-03,7653,1.45233
2022-11-03,7663,1.52752
2022-11-03,7673,1.40756
2022-11-03,7683,1.16345
2022-11-03,7693,1.60395
2022-11-03,7703,1.21215
2022-11-03,7713,1.23900
2022-11-03,7722,1.11978
2022-11-03,7732,2.10957
2022-11-03,7742,1.71501
2022-11-03,7752,1.52281
2022-11-03,7762,1.30919
2022-11-03,7772,1.50824
2022-11-03,7782,1.30541
2022-11-03,7792,1.14365
2022-11-03,7802,1.44956
2022-11-03,7812,1.23139
2022-11-03,7822,1.39328
2022-11-03,7832,1.45822
2022-11-03,7842,1.24536
2022-11-03,7852,1.39385
2022-11-03,7862,1.20550
2022-11-03,7872,1.57025
2022-11-03,7882,1.20432
2022-11-03,7892,1.53531
2022-11-03,7902,1.33589
2022-11-03,7912,1.18580
2022-11-03,7922,1.04651
2022-11-03,7932,1.23460
2022-11-03,7942,1.43983
2022-11-03,7952,1.46874
2022-11-03,7962,1.29765
2022-11-03,7972,1.23502
2022-11-03,7982,1.38731
2022-11-03,7992,1.36532
2022-11-03,8002,1.44516
2022-11-03,8012,1.34257
2022-11-03,8022,1.39572
2022-11-03,8032,1.28772
2022-11-03,8042,1.22805
2022-11-03,8052,1.32685
2022-11-03,8062,1.36396
2022-11-03,8072,1.53591
2022-11-03,8082,1.18056
2022-11-03,8092,1.27186
2022-11-03,8102,1.34764
2022-11-03,8112,1.43888
2022-11-03,8122,1.13195
2022-11-03,8132,1.33381
2022-11-03,8142,1.31711
2022-11-03,8151,1.49074
2022-11-03,8161,1.12346
2022-11-03,8171,1.58024
2022-11-03,8181,1.09591
2022-11-03,8191,1.43257
2022-11-03,8201,1.20888
2022-11-03,8211,1.57736
2022-11-03,8221,1.42774
2022-11-03,8231,1.34277
2022-11-03,8241,1.25623
2022-11-03,8251,1.72239
2022-11-03,8261,1.44278
2022-11-03,8271,1.42608
2022-11-03,8281,1.53591
2022-11-03,8291,1.32263
2022-11-03,8301,1.00538
2022-11-03,8311,1.38219
2022-11-03,8321,1.48715
2022-11-03,8331,1.42687
2022-11-03,8341,1.82683
2022-11-03,8351,1.32651
2022-11-03,8361,1.36131
2022-11-03,8371,1.40968
2022-11-03,8381,1.09404
2022-11-03,8391,1.13927
2022-11-03,8401,1.56196
2022-11-03,8411,1.11102
2022-11-03,8421,1.40037
2022-11-03,8431,1.19389
2022-11-03,8441,1.34819
2022-11-03,8451,1.33582
2022-11-03,8461,1.15339
2022-11-03,8471,1.42683
2022-11-03,8481,1.19808
2022-11-03,8491,1.59145
2022-11-03,8501,1.44462
2022-11-03,8511,1.32349
2022-11-03,8521,1.35845
2022-11-03,8531,1.16673
2022-11-03,8541,1.48021
2022-11-03,8551,1.19767
2022-11-03,8561,1.38511
2022-11-03,8571,1.76571
