time,step,train_loss,train_acc,val_loss,val_acc
2022-08-27,1,14.92333,0.00000,11.54723,0.00000
2022-08-27,2,10.39198,0.00000,11.25571,0.00000
2022-08-27,3,10.17267,0.00000,11.16288,0.00000
2022-08-27,4,10.15313,0.00000,10.94367,0.00000
2022-08-27,5,10.06963,0.00000,11.13721,0.00000
2022-08-27,6,8.84733,0.00000,9.84994,0.00000
2022-08-27,7,7.76804,0.00118,7.84880,0.00000
2022-08-27,8,4.06337,0.05382,3.53880,0.05000
2022-08-27,9,1.45803,0.56882,0.89821,0.60750
2022-08-27,10,0.27246,0.96500,0.08025,1.00000
2022-08-27,11,0.06489,0.99853,0.03537,1.00000
2022-08-27,12,0.04316,0.99853,0.02384,1.00000
2022-08-27,13,0.28579,0.93471,0.17735,0.99750
2022-08-27,14,0.05870,0.99529,0.01691,1.00000
2022-08-27,15,0.03009,0.99853,0.01012,1.00000
2022-08-27,16,0.02721,0.99853,0.00727,1.00000
2022-08-27,17,0.27765,0.93853,0.01535,1.00000
2022-08-27,18,0.02822,0.99824,0.00854,1.00000
2022-08-27,19,0.02239,0.99853,0.00609,1.00000
2022-08-27,20,0.02006,0.99853,0.00495,1.00000
