time,step,train_loss,train_acc,val_loss,val_acc
2022-10-18,1,38.73783,0.00000,13.88656,0.00000
2022-10-18,2,10.91462,0.00000,11.00344,0.00000
2022-10-18,3,10.89858,0.00000,11.54207,0.00000
2022-10-18,4,10.91747,0.00000,10.29453,0.00000
2022-10-18,5,10.93740,0.00000,10.55028,0.00000
2022-10-18,6,10.92598,0.00000,11.87366,0.00000
2022-10-18,7,10.95066,0.00000,10.70377,0.00000
2022-10-18,8,10.95122,0.00000,11.54158,0.00000
2022-10-18,9,10.93424,0.00000,9.73198,0.00000
2022-10-18,10,10.98348,0.00000,9.92557,0.00000
2022-10-18,11,10.97682,0.00000,10.57682,0.00000
2022-10-18,12,10.95154,0.00000,14.16739,0.00000
2022-10-18,13,10.98845,0.00000,6.64930,0.00000
2022-10-18,14,10.99019,0.00000,9.54902,0.00000
2022-10-18,15,10.98601,0.00000,11.32854,0.00000
2022-10-18,16,11.42936,0.00000,-8.70706,0.00000
2022-10-18,17,11.55167,0.00000,16.74568,0.00000
2022-10-18,18,11.39578,0.00000,-6.43849,0.00000
2022-10-18,19,11.57120,0.00000,17.96587,0.00000
2022-10-18,20,11.39422,0.00000,19.95426,0.00000
